Deliverable type,Priority,Production Pipeline,Project Type,Task Count
10,3,0,1,9
1,3,0,1,13
1,3,0,1,19
0,3,17,2,7
2001,3,0,1,10
0,2,0,0,33
2001,3,0,1,11
1502,3,0,1,13
1501,3,0,1,15
1501,3,0,1,9
1709,3,0,1,10
1501,3,0,1,11
1503,3,0,1,32
1502,3,0,1,11
1502,3,0,1,13
1502,3,0,1,12
1501,3,0,1,7
1305,3,0,1,3
1102,3,0,1,9
1102,3,0,1,9
2001,3,0,1,20
1102,3,0,1,9
1502,3,0,1,11
1502,3,0,1,13
0,1,14,2,20
1502,3,0,1,13
0,1,14,2,31
1502,3,0,1,13
1501,3,0,1,92
1606,5,0,1,17
1606,3,0,1,14
1502,3,0,1,11
1606,5,0,1,14
1306,5,0,1,3
1501,3,0,1,14
1501,3,0,1,8
1009,5,0,1,8
1007,5,0,1,97
1502,3,0,1,16
1006,3,0,1,45
1502,3,0,1,18
2002,5,0,1,18
1006,3,0,1,10
1506,3,0,1,8
0,2,13,2,25
1501,3,0,1,15
1709,3,0,1,10
1502,3,0,1,11
1102,3,0,1,29
1005,5,0,1,8
1501,3,0,1,9
1502,3,0,1,80
0,3,12,2,7
2001,3,0,1,80
2001,3,0,1,15
1502,3,0,1,13
0,3,0,0,15
1502,3,0,1,12
0,3,28,2,52
0,4,12,2,41
4,3,0,1,18
1501,3,0,1,17
2001,3,0,1,13
1502,3,0,1,13
1501,3,0,1,8
1502,3,0,1,13
1501,3,0,1,8
1102,3,0,1,29
1502,3,0,1,13
1501,3,0,1,38
1502,3,0,1,11
1502,3,0,1,11
1501,3,0,1,20
1009,5,0,1,8
1005,3,0,1,6
1501,3,0,1,8
1502,3,0,1,13
1501,3,0,1,7
1501,3,0,1,14
2,3,0,1,19
3,3,0,1,3
0,1,0,0,329
1501,3,0,1,54
0,3,0,0,1
0,3,0,0,1
2001,3,0,1,22
1005,3,0,1,14
0,1,0,0,311
1501,3,0,1,17
1102,5,0,1,11
1606,3,0,1,85
1502,3,0,1,21
1703,3,25,3,21
1502,3,0,1,11
1013,3,0,1,13
1502,3,0,1,11
0,3,11,2,22
9,3,0,1,19
1502,3,0,1,13
1502,3,0,1,13
1201,3,14,2,41
1502,3,0,1,13
0,3,22,2,38
1502,3,0,1,13
0,1,0,0,216
1501,3,0,1,8
1709,5,25,1,32
1006,5,0,1,24
0,2,0,0,21
1502,3,0,1,13
1501,3,0,1,8
0,3,0,0,1
1501,3,0,1,19
1102,3,0,1,11
1501,3,0,1,20
1501,3,0,1,7
1501,3,0,1,20
1501,3,0,1,7
1502,3,0,1,20
1007,3,0,1,9
0,2,0,0,38
0,2,0,0,38
1009,5,0,1,12
1,3,0,1,12
1015,3,0,1,21
1012,5,0,1,12
1021,5,0,1,5
0,3,17,2,143
1006,5,0,1,16
0,1,0,0,12
0,1,0,0,2
0,2,28,2,62
1606,3,0,1,40
1606,3,0,1,11
2001,3,0,1,19
2,3,0,1,20
1502,3,0,1,9
0,3,0,0,1
1013,3,0,1,9
1021,5,0,1,1
1502,3,0,1,22
0,2,0,0,96
0,3,0,0,16
1501,3,0,1,8
0,2,0,0,39
0,2,0,0,13
10,5,0,1,7
0,3,16,2,3
1003,5,0,1,39
1005,5,0,1,31
1003,5,0,1,31
1005,5,0,1,8
1504,3,0,1,86
0,3,13,2,8
1009,5,0,1,30
1306,3,0,1,20
1005,5,0,1,33
1005,5,0,1,3
1008,5,0,1,32
1003,5,0,1,13
1013,5,0,1,2
1021,5,0,1,8
1501,3,0,1,12
1501,3,0,1,12
1204,3,0,1,112
1501,3,0,1,7
1020,3,0,1,13
1506,3,0,1,20
1021,3,0,1,12
1501,3,0,1,77
1003,5,0,1,32
1006,3,0,1,20
0,3,0,0,22
0,3,0,0,17
0,3,0,0,23
0,3,0,0,23
0,1,0,0,18
1004,5,0,1,48
0,3,0,0,23
1502,3,0,1,91
1708,3,0,1,10
1021,3,0,1,13
2001,3,0,1,20
0,3,11,2,26
1607,3,0,1,29
1502,3,0,1,13
1502,3,0,1,13
1502,3,0,1,12
1001,5,0,1,16
11,3,0,1,4
1302,3,0,1,16
1003,5,0,1,31
1003,5,0,1,31
1008,5,0,1,30
1003,5,0,1,31
1005,5,0,1,31
1005,5,0,1,11
0,1,0,0,4
1009,5,0,1,30
1012,5,0,1,33
1005,5,0,1,11
1502,3,0,1,11
0,1,0,0,2
1008,5,0,1,32
1008,5,0,1,13
0,2,0,2,49
1003,5,0,1,30
1003,5,0,1,30
1007,5,0,1,2
1021,5,0,1,10
0,2,0,0,111
2001,3,0,1,16
2001,3,0,1,17
0,4,26,2,22
0,1,0,0,6
1501,3,0,1,15
0,2,0,0,73
0,2,0,2,3
0,2,0,0,73
0,2,0,0,73
1502,3,0,1,11
0,2,0,0,73
0,2,0,0,73
1502,3,0,1,14
1501,3,0,1,15
1502,3,0,1,11
1502,3,0,1,17
1502,3,0,1,16
2002,3,0,1,14
2004,3,0,1,15
2001,3,0,1,21
1501,3,0,1,13
0,1,0,0,25
4,3,0,1,18
1306,3,0,1,1
1013,3,0,1,14
0,3,0,0,8
1502,3,0,1,13
1502,3,0,1,13
0,3,0,0,1
1502,3,0,1,11
1501,3,0,1,8
1002,5,0,1,21
0,3,27,2,54
1501,3,0,1,52
1003,5,0,1,48
0,3,14,2,60
1006,5,0,1,14
1015,3,0,1,6
1502,3,0,1,11
1501,3,0,1,19
1502,3,0,1,29
1013,3,0,1,10
1013,3,0,1,10
1602,3,0,1,13
0,3,27,2,8
1,3,0,1,8
1501,3,0,1,42
1502,3,0,1,13
1501,3,0,1,26
0,1,0,0,18
0,1,0,0,2
0,1,0,0,18
1501,3,0,1,35
1501,3,0,1,17
1607,3,5,3,13
0,2,0,0,39
2001,3,0,1,34
1306,5,14,3,26
1006,5,0,1,62
1006,5,0,1,60
1502,3,0,1,12
1502,3,0,1,11
1018,5,0,1,3
1306,3,0,1,112
1502,3,0,1,13
1502,3,0,1,9
1006,5,0,1,22
2001,3,0,1,19
1502,3,0,1,13
1706,5,0,3,18
1502,3,0,1,20
0,5,0,0,6
1008,5,0,1,33
0,5,0,0,48
1008,5,0,1,31
1306,5,0,1,37
1501,3,0,1,7
1502,3,0,1,11
1018,5,0,1,13
0,5,17,2,18
1021,3,0,1,14
1501,3,0,1,8
1502,3,0,1,20
1501,3,0,1,10
1606,3,0,1,34
1002,2,0,2,133
1709,3,0,1,10
1709,3,0,1,10
1502,3,0,1,12
1502,3,0,1,13
1007,5,0,1,11
0,5,0,0,165
1504,3,0,1,71
0,5,0,0,4
0,5,17,2,3
1502,3,0,1,13
1005,5,0,1,10
0,5,0,0,214
0,5,0,0,33
0,5,0,0,16
0,5,0,0,6
1002,5,0,1,26
1502,3,0,1,14
1502,3,0,1,13
1502,3,0,1,11
1205,2,0,1,733
0,5,16,2,15
0,5,16,2,16
1502,3,0,1,13
0,5,16,2,17
0,5,6,2,70
1502,3,0,1,14
0,5,6,2,45
1502,3,0,1,79
1002,3,0,1,15
1205,5,14,3,143
1801,3,0,1,31
1801,3,0,1,21
1801,3,0,1,22
1205,5,14,3,128
1205,1,14,3,220
1502,3,0,1,12
1012,5,0,1,198
1502,3,0,1,15
1502,3,0,1,80
1003,2,17,1,10
1205,2,0,1,7
1502,3,0,1,19
1501,3,0,1,16
0,5,0,0,404
0,3,0,0,1
0,5,0,0,71
1502,3,0,1,11
1306,3,0,1,20
2001,3,0,1,26
1701,5,26,2,146
1502,3,0,1,22
1504,3,0,1,107
0,5,23,2,23
2004,3,0,1,14
1303,2,0,1,477
2004,3,0,1,15
1502,3,0,1,81
1501,3,0,1,7
1502,3,0,1,11
1502,3,0,1,13
1502,3,0,1,11
1502,3,0,1,11
1501,3,0,1,15
1501,3,0,1,17
1501,3,0,1,16
1501,3,0,1,16
1018,5,0,1,4
1018,5,0,1,4
1709,5,0,1,13
1502,3,0,1,15
0,5,0,0,30
1018,5,0,1,9
1502,3,0,1,11
0,5,0,0,94
1502,3,0,1,13
1502,3,0,1,12
1401,3,0,1,15
1006,5,0,1,28
1502,3,0,1,11
1018,5,0,1,6
1018,5,0,1,4
1018,5,0,1,4
0,5,17,2,29
1018,5,0,1,9
2001,3,0,1,47
1801,3,0,3,22
2001,3,0,1,22
0,5,26,2,61
2001,3,0,1,22
1501,3,0,1,13
2001,3,0,1,16
1005,5,0,1,11
1501,3,0,3,103
1502,3,0,1,15
1708,3,0,1,10
1302,3,17,1,9
1606,3,0,1,20
1502,3,0,1,13
0,3,14,2,11
1606,3,0,1,9
1002,5,0,3,556
1606,3,0,1,30
1502,3,0,1,13
1501,3,0,1,11
1501,3,0,1,17
0,5,0,0,8
0,5,0,0,8
1306,3,0,1,284
1018,5,0,1,11
2004,3,0,1,12
1101,3,0,1,7
2004,3,0,1,12
0,5,0,0,20
1502,3,0,1,81
1502,3,0,1,13
1007,5,0,1,9
1502,3,0,1,9
1502,3,0,1,11
1011,3,0,1,18
1502,3,0,1,15
1501,3,0,1,13
1501,3,0,1,20
1502,3,0,1,13
1502,3,0,1,14
1501,3,0,1,18
1706,5,0,1,11
1018,5,0,1,16
1013,3,0,1,14
1501,3,0,1,11
2001,3,0,1,43
1502,3,0,1,10
1502,3,0,1,13
1502,3,0,1,11
1502,3,0,1,15
1502,3,0,1,13
1707,5,11,2,7
1502,3,0,1,12
1205,3,0,1,91
1709,3,0,1,24
1205,3,0,1,73
1501,3,0,1,74
1007,3,0,1,22
1018,5,0,1,10
1501,3,0,1,5
1502,3,0,1,14
1007,5,0,1,137
1002,3,17,1,10
1709,5,25,3,34
1205,3,0,1,24
1201,3,0,1,25
1502,3,0,1,11
1009,5,0,1,24
1709,3,0,1,10
1014,5,0,1,4
1501,3,0,1,14
1506,3,0,1,39
1506,3,0,1,39
1709,3,0,1,15
1709,3,0,1,10
1501,3,0,1,22
1205,2,0,1,7
1701,3,0,1,8
1503,3,0,1,90
1501,3,0,1,120
0,5,0,0,8
0,5,0,0,11
0,5,0,0,13
1801,3,0,1,28
1801,3,0,1,31
1801,3,0,1,34
1801,3,0,1,20
1501,3,0,3,59
1306,5,0,1,3
0,5,25,2,70
1009,5,0,1,12
1,3,0,1,17
1006,5,0,1,9
1005,5,0,1,11
2001,3,0,1,11
1009,5,0,1,12
1501,3,0,1,7
1,3,0,1,1
0,5,0,0,50
1501,5,0,1,6
2001,3,0,1,18
1002,5,0,1,1
1306,3,0,1,115
1205,3,0,1,24
1205,3,0,1,25
0,5,0,0,24
1711,5,28,3,24
1502,3,0,1,75
1501,3,0,1,39
0,5,0,0,18
1018,5,0,1,27
1502,3,0,1,51
1003,5,0,1,10
1306,3,0,1,82
1502,3,0,1,17
1502,3,0,1,20
1502,3,0,1,12
1502,3,0,1,13
1501,3,0,1,10
1501,2,0,1,232
1008,5,0,1,31
1501,3,0,1,18
1306,3,0,1,18
1003,5,0,1,31
1502,3,0,1,11
1008,5,0,1,13
1306,5,0,1,5
1401,5,0,1,9
0,5,0,0,153
1502,3,0,1,28
1008,5,0,1,11
0,5,0,0,57
1501,3,0,1,18
1205,2,0,1,66
1205,2,0,1,66
1205,2,0,1,66
1205,2,0,1,67
1205,2,0,1,66
1205,2,0,1,69
1205,2,0,1,68
1205,2,0,1,68
1205,2,0,1,68
1205,2,0,1,68
1205,2,0,1,65
1205,2,0,1,66
0,5,5,2,5
1205,2,0,1,61
1205,2,0,1,61
1205,2,0,1,60
1205,2,0,1,61
1205,2,0,1,62
1205,2,0,1,62
1205,2,0,1,61
1205,2,0,1,61
1205,2,0,1,61
1205,2,0,1,62
1205,2,0,1,61
1205,2,0,1,61
1502,3,0,1,22
1009,5,0,1,30
1205,2,0,1,60
1205,2,0,1,60
1205,2,0,1,60
1205,2,0,1,62
1,3,0,1,4
1205,2,0,1,62
1205,2,0,1,62
1205,2,0,1,61
1205,2,0,1,62
1205,2,0,1,61
1205,2,0,1,62
1205,2,0,1,60
1205,2,0,1,60
1502,3,0,1,16
0,5,0,0,9
1501,3,0,1,16
0,5,0,0,13
1501,3,0,1,16
0,5,0,0,13
0,5,0,0,41
0,5,0,0,85
1501,3,0,1,14
1005,5,0,1,30
1013,5,0,1,8
1502,3,0,1,17
1502,3,0,1,20
1501,3,0,1,7
0,5,0,0,16
0,3,0,0,1
1007,5,17,2,11
1502,3,0,1,82
1705,5,3,3,44
1006,5,0,1,22
1502,3,0,1,11
1501,3,0,1,9
1006,2,0,1,22
1709,3,0,1,15
1501,3,0,1,8
1002,5,0,1,40
1002,5,0,1,43
2001,3,0,1,46
1607,5,0,1,20
1501,3,0,1,15
1005,5,17,3,14
1501,3,0,1,11
1501,3,0,1,18
0,5,0,0,18
1006,5,0,1,27
1502,3,0,1,14
1502,3,0,1,11
4,3,0,1,19
1502,3,0,1,19
1502,3,0,1,13
0,5,12,2,2
1709,3,0,1,20
1306,3,0,1,103
1606,5,0,1,2
1012,5,0,1,15
1502,3,0,1,40
1708,3,0,1,10
2001,3,0,1,20
2004,3,0,1,13
1305,3,0,1,10
1502,3,0,1,11
1502,3,0,1,11
1501,3,0,1,12
1501,3,0,1,23
4,3,0,1,18
0,5,0,0,9
1501,3,0,1,8
1018,5,0,1,4
1018,5,0,1,4
1018,5,0,1,4
1006,5,0,1,120
1018,5,0,1,4
2002,3,0,1,14
1501,3,0,1,5
1018,3,0,1,4
1018,3,0,1,6
1306,3,0,1,17
0,5,0,0,18
1501,3,0,1,17
0,3,0,0,1
0,5,11,2,13
1502,3,0,1,11
1606,5,0,1,3
1018,3,0,1,4
0,5,12,2,3
1017,3,0,1,20
1017,3,0,1,116
1018,3,0,1,4
1501,3,0,1,12
1502,3,0,1,11
0,5,5,2,30
1009,5,0,1,4
1502,3,0,1,11
1502,3,0,1,16
1501,3,0,1,95
1018,3,0,1,4
1502,3,0,1,11
1012,5,0,1,11
1006,5,0,1,10
1502,3,0,1,81
1801,3,30,3,16
1606,3,0,1,9
1503,2,0,1,230
0,5,12,2,66
1502,3,0,1,11
1715,5,24,2,43
1606,2,0,1,22
1606,2,0,1,23
1018,3,0,1,4
1018,3,0,1,4
1501,3,0,1,5
1502,3,0,1,12
1502,3,0,1,11
1502,3,0,1,11
1606,3,0,1,16
0,5,0,0,39
1018,3,0,1,6
1018,3,0,1,4
1018,3,0,1,4
1018,3,0,1,4
1018,3,0,1,4
1018,3,0,1,7
1018,3,0,1,4
1018,3,0,1,6
1018,3,0,1,6
1003,5,0,1,13
0,5,0,0,21
1007,5,0,1,9
1501,3,0,1,16
1020,3,0,1,20
1306,3,0,1,56
2001,3,0,1,22
1503,2,0,1,48
1502,3,0,1,20
1502,3,0,1,21
0,5,0,0,123
1205,5,0,3,648
0,5,0,0,4
0,5,0,0,16
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,11
1501,3,0,1,7
1501,2,0,1,14
2001,3,0,1,20
1501,3,0,1,80
2001,3,0,1,19
1506,3,0,1,15
1502,3,0,1,121
1501,3,0,1,10
1502,3,0,1,11
1502,3,0,1,11
2001,3,0,1,19
2001,3,0,1,19
2001,3,0,1,19
1003,5,0,1,97
1001,3,0,1,41
0,5,0,0,18
0,1,0,0,18
1501,3,0,1,8
0,1,0,0,18
0,2,0,2,257
0,1,0,0,18
2001,3,0,1,19
1002,5,0,1,8
0,1,0,0,18
1701,3,0,1,9
1502,3,0,1,8
9,3,0,1,18
0,1,0,0,18
1003,5,0,1,12
1504,3,0,1,29
2001,3,0,1,21
1606,3,0,1,9
1005,5,0,1,9
1205,2,0,1,22
1205,3,0,1,24
1205,3,0,1,25
1502,3,0,1,15
0,3,0,0,4
0,1,0,0,18
1101,3,0,1,3
0,1,0,0,18
0,1,0,0,18
0,1,0,0,18
1502,3,0,1,16
0,1,0,0,18
2001,3,0,1,48
0,4,17,2,11
1804,3,0,1,4
1502,3,0,1,12
1306,3,0,1,22
1501,3,0,1,7
2001,3,0,1,46
0,2,0,0,7
0,2,0,0,7
0,2,0,0,7
0,2,0,0,7
0,2,0,0,7
0,2,0,0,12
1205,2,0,1,18
2001,5,0,1,3
1009,5,0,1,13
2001,3,0,1,19
1606,3,0,1,52
1306,3,0,1,10
0,2,0,2,30
1502,3,0,1,12
1715,4,22,2,50
0,3,0,0,1
0,1,0,0,12
0,1,0,0,2
0,1,0,0,107
1306,3,0,1,17
2001,3,0,1,19
1503,3,0,1,25
2001,3,0,1,20
1805,2,0,3,89
1501,3,0,1,183
1001,5,0,1,13
1501,3,0,1,7
1502,3,0,1,21
1306,3,0,1,19
1709,3,0,1,14
4,3,0,1,19
1502,3,0,1,11
1502,3,0,1,11
0,1,0,0,6
1501,3,0,1,34
1501,3,0,1,16
1501,2,0,1,231
1501,3,0,1,13
1007,5,0,1,14
1703,3,28,3,16
0,1,0,0,18
0,1,0,0,18
1501,3,0,1,44
0,1,0,0,18
1305,3,0,1,12
0,1,0,0,18
1007,5,0,1,9
1018,3,0,1,8
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,11
0,3,0,0,1
1501,3,0,1,20
1709,3,26,3,33
1604,3,0,1,14
0,2,0,0,41
1012,5,0,1,10
1502,3,0,1,11
2001,3,0,1,3
1502,3,0,1,13
1606,3,0,1,10
0,2,0,0,41
1502,3,0,1,11
0,2,0,0,41
10,5,0,1,9
1709,3,26,3,34
1,3,0,1,21
1502,3,0,1,11
0,2,0,0,40
1502,3,0,1,11
1501,3,0,1,7
1018,3,0,1,8
1018,3,0,1,8
1018,3,0,1,8
1005,5,0,1,113
1306,2,0,1,10
1306,2,0,1,10
1305,3,0,1,18
0,1,0,0,1
2004,3,0,1,15
1306,2,0,1,10
1306,2,0,1,10
1015,3,0,1,12
1502,3,0,1,19
2001,3,0,1,20
1306,2,0,1,10
1306,3,0,1,10
1306,2,0,1,10
1012,3,0,1,13
1502,3,0,1,24
1306,2,0,1,10
1306,2,0,1,10
1306,3,0,1,10
1306,2,0,1,10
1203,2,0,3,256
1008,5,0,1,14
1306,3,0,1,10
1203,2,0,3,226
1306,2,0,1,10
1306,3,0,1,10
1306,2,0,1,10
1306,2,0,1,10
1501,3,0,1,18
1306,2,0,1,10
1306,2,0,1,10
1306,3,0,1,10
0,3,13,2,11
1105,5,0,1,3
1306,3,0,1,10
1306,3,0,1,10
1502,3,0,1,78
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
0,3,0,0,10
1306,3,0,1,10
0,3,0,0,8
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1013,3,0,1,14
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
0,1,0,0,2
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,2,0,1,10
1306,3,0,1,10
1306,3,0,1,10
1306,2,0,1,10
1502,3,0,1,390
1306,2,0,1,10
1501,3,0,1,1
1306,2,0,1,10
1306,2,0,1,10
1306,2,0,1,10
0,3,12,2,16
0,3,12,2,15
1502,3,0,1,16
1015,3,0,1,10
1501,3,0,1,11
1009,3,0,1,10
1006,5,0,1,12
2002,3,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1502,3,0,1,11
2001,3,0,1,14
1018,3,0,1,8
1306,3,0,1,118
1501,3,0,1,16
0,3,26,2,46
1502,3,0,1,7
1502,3,0,1,18
1502,3,0,1,11
1005,3,0,1,494
1306,3,0,1,22
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,14
0,2,26,2,36
1306,5,0,1,38
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,16
1005,5,0,1,43
1005,5,0,1,16
1005,5,0,1,17
1005,5,0,1,16
1501,3,0,1,5
2001,3,0,1,17
1502,3,0,1,11
0,5,12,2,5
0,5,12,2,4
0,5,12,2,4
1502,3,0,1,11
0,5,12,2,4
0,5,12,2,4
0,5,12,2,4
1005,5,0,1,31
1005,5,0,1,31
1005,5,0,1,31
1005,5,0,1,31
1005,5,0,1,31
1005,5,0,1,31
1005,5,0,1,31
1605,3,0,1,16
1605,3,0,1,12
1503,2,0,1,49
1502,3,0,1,11
1504,3,0,1,82
2001,3,0,1,19
2001,3,0,1,16
1205,3,0,1,278
1507,3,0,1,9
1502,3,0,1,84
1502,3,0,1,11
1708,2,0,1,31
1502,3,0,1,21
1502,3,0,1,21
1501,3,0,1,7
1503,3,0,1,40
1306,3,0,1,93
0,2,0,0,117
0,3,0,0,8
1306,3,0,1,121
0,3,0,0,10
1502,3,0,1,13
1502,3,0,1,15
2001,3,0,1,6
0,3,0,0,24
0,3,0,0,6
2001,3,0,1,6
1709,3,0,1,14
1012,2,0,1,105
2001,3,0,1,25
2001,3,0,1,7
1306,2,0,3,25
0,1,0,0,24
0,2,0,0,8
1501,3,0,1,10
1306,1,0,1,15
4,3,0,1,18
1501,3,0,1,15
0,2,0,0,223
1306,1,0,1,15
2004,3,0,1,16
1709,3,0,1,10
2001,3,0,1,20
1502,3,0,1,11
1501,3,0,1,10
1018,3,20,1,18
1005,5,0,1,9
1007,5,0,1,16
1005,5,0,1,6
1012,2,0,1,200
1005,5,0,1,6
1501,3,0,1,7
1005,5,0,1,8
1005,5,0,1,31
1005,5,0,1,12
1005,5,0,1,8
1501,3,0,1,15
1007,5,0,1,16
0,1,0,0,20
1502,3,0,1,21
1306,2,0,1,35
1501,3,0,1,7
1501,3,0,1,9
1,3,0,1,20
1502,3,0,1,21
1502,3,0,1,12
1006,3,0,1,18
1006,2,0,1,15
1502,3,0,1,13
1006,2,0,1,21
0,3,0,0,6
1306,3,0,1,192
2,3,0,1,18
0,2,0,0,40
0,2,0,0,40
0,2,0,0,40
1501,3,0,1,70
2001,3,0,1,19
1306,3,0,1,27
1018,5,0,1,13
1502,3,0,1,17
1506,3,0,1,10
1501,2,0,1,78
0,1,0,0,10
1012,5,0,1,8
1501,3,0,1,20
1001,5,0,1,49
1501,3,0,1,6
0,3,0,0,1
1205,2,0,1,9
1306,3,0,1,17
1009,5,0,1,11
0,1,0,0,2
1001,5,0,1,48
1708,3,22,3,55
2004,3,0,1,12
1306,3,0,1,34
1501,3,0,1,15
2004,3,0,1,16
1006,5,0,1,26
1502,3,0,1,11
1007,3,0,1,469
1501,3,0,1,7
1501,3,0,1,53
1101,3,0,1,6
0,3,21,2,25
1012,3,0,1,13
0,3,6,2,1
1501,3,0,1,5
1003,5,0,1,13
10,5,0,1,39
1306,3,0,1,15
0,1,0,0,72
1306,3,0,1,26
1502,3,0,1,14
1502,3,0,1,15
1018,3,0,1,9
1018,3,0,1,8
1306,5,0,1,55
2001,3,0,1,16
1502,3,0,1,12
1501,3,0,1,9
1018,3,0,1,8
2004,3,0,1,12
1501,2,0,1,15
1501,5,0,1,12
2004,3,0,1,12
1018,3,0,1,8
1018,3,0,1,8
1306,5,0,1,12
1306,5,0,1,11
2001,3,0,1,18
1005,2,0,1,24
2001,3,0,1,11
2001,3,0,1,17
0,2,14,2,22
2001,3,0,1,17
2002,5,0,1,10
1007,1,17,1,9
1013,5,0,1,13
1502,3,0,1,12
0,3,26,2,1
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,11
1502,3,0,1,12
1804,3,30,1,4
1502,3,0,1,11
1708,3,0,1,23
1306,3,0,1,22
1502,3,0,1,81
1018,3,0,1,9
1606,3,0,1,34
1502,3,0,1,11
1306,5,0,1,31
1018,3,0,1,8
1502,3,0,1,12
1018,3,0,1,8
1502,3,0,1,14
1501,3,0,1,14
1306,5,0,1,5
1501,3,0,1,10
1502,3,0,1,19
1501,2,0,1,37
1606,5,0,1,11
1306,3,0,1,30
1502,3,0,1,80
1306,1,0,1,73
1501,2,0,1,15
1306,3,0,1,30
1306,3,0,1,14
2001,3,0,1,11
0,1,12,2,356
0,1,12,2,25
1306,3,0,1,284
1709,3,0,1,12
1502,3,0,1,28
1101,5,0,1,37
1018,3,0,1,8
2001,3,0,1,18
2,3,0,1,19
1501,3,0,1,11
1306,3,0,1,18
2,3,0,1,19
1002,3,0,3,52
1502,3,0,1,12
1502,3,0,1,13
1502,3,0,1,14
1502,3,0,1,21
1306,3,0,1,17
1502,3,0,1,14
1502,3,0,1,12
1709,3,0,1,10
0,3,6,2,16
2004,3,0,1,7
0,1,15,2,5
1501,3,0,1,118
1304,3,0,1,21
2001,3,0,1,30
1502,3,0,1,25
1502,3,0,1,7
1006,5,0,1,12
1006,5,0,1,16
1501,3,0,1,21
1604,3,0,1,9
1502,3,0,1,33
1003,5,0,1,13
2001,3,0,1,19
1501,3,0,1,11
1501,5,0,1,5
1502,3,0,1,13
1004,3,0,1,16
1012,5,0,1,13
1503,2,0,1,80
1007,5,0,1,10
1306,3,0,1,56
2001,3,0,1,20
1306,5,0,1,2
2001,3,0,1,25
1,3,0,1,19
1502,3,0,1,11
1502,3,0,1,11
2001,3,0,1,17
1502,3,0,1,11
1501,3,0,1,19
1503,3,0,1,30
1205,3,17,4,949
2001,3,0,1,20
1306,3,0,1,10
2001,3,0,1,75
1501,3,0,1,7
1501,3,0,1,7
1501,3,0,1,8
1501,3,0,1,13
2001,3,0,1,19
1305,3,0,1,3
2,3,0,1,19
1502,3,0,1,13
1701,3,0,1,12
1502,3,0,1,11
1,3,0,1,19
1501,3,0,1,17
1502,3,0,1,22
1302,5,0,1,120
1006,3,0,1,14
1205,1,14,3,130
1006,5,0,1,26
1502,3,0,1,16
1305,2,0,1,11
1018,3,0,1,8
1018,3,0,1,8
1501,3,0,1,18
1205,3,0,1,82
1502,3,0,1,5
1306,3,0,1,26
1501,3,0,1,10
1502,3,0,1,15
1501,3,0,1,16
1006,3,0,1,237
1504,3,0,1,86
1006,5,0,1,14
1306,3,0,1,10
1012,3,0,1,22
1006,5,0,1,8
0,3,12,2,3
1501,3,0,1,21
2001,3,0,1,20
1012,3,0,1,10
1502,3,0,1,21
2,3,0,1,19
1502,3,0,1,22
1501,2,0,1,59
1306,3,0,1,26
1306,3,0,1,10
1306,3,0,1,20
1205,2,0,1,5
1205,2,0,1,5
1205,2,0,1,5
1205,2,0,1,5
1205,3,0,1,7
1205,2,0,1,5
1205,2,0,1,6
1205,2,0,1,6
1205,2,0,1,6
1205,2,0,1,6
1205,2,0,1,6
1205,2,0,1,6
1502,3,0,1,7
1306,3,0,1,82
1306,3,0,1,197
2001,3,0,1,19
2001,3,0,1,21
1018,3,0,1,8
1018,3,0,1,12
1012,5,0,1,16
1701,2,24,3,36
1305,3,0,1,3
1501,3,0,1,9
1501,3,0,1,17
0,3,0,0,1
2,3,0,1,20
1501,3,0,1,11
1502,3,0,1,189
1801,3,0,1,23
1501,3,0,1,19
1501,3,0,1,8
1306,5,0,1,6
2001,3,0,1,23
1306,5,0,1,4
1306,3,0,1,28
1006,5,0,1,16
1306,5,0,1,5
1804,3,0,1,37
1306,3,0,1,14
2001,3,0,1,17
1501,3,0,1,83
1709,3,0,1,22
1507,3,0,1,16
1501,3,0,1,18
1002,1,0,1,8
1705,3,0,1,30
0,5,0,0,18
1501,3,0,1,7
1205,3,0,1,109
1502,3,0,1,6
1306,3,0,1,10
1306,3,0,1,12
1306,3,0,1,12
1306,3,0,1,10
1503,3,0,1,75
1503,2,0,1,50
1306,3,0,1,10
10,3,0,1,19
0,3,0,2,3
1306,3,0,1,26
1501,3,0,1,16
0,2,17,2,11
1502,3,0,1,18
1501,3,0,1,17
1501,3,0,1,20
1501,2,0,1,151
1001,3,0,1,50
1306,3,0,1,10
1306,3,0,1,10
1306,3,0,1,42
0,2,0,0,40
1502,3,0,1,79
1709,3,0,1,14
1,3,0,1,19
1002,3,0,3,543
1018,3,0,1,9
