Deliverable type,Priority,Production Pipeline,Project Type,Task Count
1501,3,0,1,17
1501,3,0,1,10
2001,3,0,1,15
1205,3,0,3,93
1613,3,0,1,10
1506,3,0,1,14
2001,3,0,1,40
1205,3,0,1,282
1306,2,0,1,63
2004,1,0,1,21
1306,3,0,1,97
1306,3,0,1,20
1306,3,0,1,119
1306,3,0,1,38
1201,5,0,1,8
1306,3,0,1,157
1205,1,0,1,27
0,4,12,2,4
1306,5,0,1,44
1006,3,0,1,9
1501,3,0,1,72
1506,3,0,1,32
1501,5,0,1,5
1613,3,0,1,12
1501,5,0,1,5
1306,3,0,1,158
1501,3,0,1,81
1205,1,0,1,17
1205,1,0,1,23
1205,1,0,1,28
1501,3,0,1,20
1613,5,0,1,3
1502,3,0,1,8
1306,3,0,1,73
2007,3,0,1,226
1306,3,0,1,72
1306,3,0,1,16
2004,2,0,1,1
1005,3,0,1,9
1501,3,0,1,82
1306,3,0,1,20
1306,3,0,1,19
1306,3,0,1,20
1306,3,0,1,20
1006,3,0,1,22
2007,3,0,1,224
2004,3,0,1,15
1306,3,0,1,32
10,3,0,1,7
2004,3,0,1,8
1501,3,0,1,28
2007,3,0,1,84
1018,3,0,1,8
1501,3,0,1,9
1608,5,0,3,68
1711,5,26,3,33
1610,5,0,3,127
1009,5,0,1,5
1501,3,0,1,8
1613,3,26,1,31
1712,3,0,1,25
1306,2,0,1,23
1502,3,0,1,25
1711,5,26,1,22
1501,3,0,1,18
1306,3,0,1,21
1306,3,0,1,22
1006,3,0,1,17
1306,3,0,1,22
1306,3,0,1,22
1306,3,0,1,32
1613,3,0,1,19
1306,3,0,1,36
1,3,0,1,19
1711,5,26,3,104
1607,3,0,1,25
2,3,0,1,20
1506,3,0,1,24
1502,3,0,1,19
1306,3,0,1,41
1506,3,0,1,12
1306,3,0,1,20
1005,3,0,1,13
1011,3,0,1,147
1501,3,0,1,13
1613,3,0,1,8
1710,1,25,3,67
1701,3,26,3,24
1306,3,0,1,38
1305,3,0,1,9
1501,3,0,1,11
2008,5,0,1,17
1501,3,0,1,51
1501,3,0,1,91
1501,3,0,1,11
0,2,17,2,2
1501,3,0,1,128
1612,5,0,1,20
1501,3,0,1,127
1306,3,0,1,23
1013,3,0,1,1
1501,3,0,1,29
1306,3,0,1,18
1501,3,0,1,19
1306,3,0,1,31
1018,3,0,1,17
1205,1,0,1,76
1501,3,0,1,17
1306,3,0,1,11
1103,3,0,1,35
1306,2,0,1,49
2004,1,0,1,59
2001,3,0,1,19
1306,3,0,1,17
1006,3,0,1,98
1711,5,26,3,25
1306,5,0,1,40
1501,3,0,1,18
2001,3,0,1,8
1306,3,0,1,40
1306,3,0,1,71
1612,5,0,1,20
0,3,28,2,13
1606,5,0,1,15
1503,3,0,1,34
2008,3,0,1,214
1501,3,0,1,16
1306,2,0,1,60
1501,3,0,1,19
1612,5,0,1,11
1306,3,0,1,17
1306,3,0,1,16
1612,3,0,3,42
1702,5,27,3,48
1714,5,26,3,35
1711,3,0,1,9
1501,3,0,1,20
1501,3,0,1,11
1501,3,0,1,8
1306,2,0,1,17
2004,1,0,1,19
2008,3,0,1,54
1007,3,0,1,8
1702,5,26,3,43
1715,5,22,3,35
1306,3,0,1,18
1501,3,0,1,17
1501,3,0,1,17
1306,2,0,1,30
2004,1,0,1,20
1306,3,0,1,32
1501,3,0,1,19
1501,3,0,1,16
1610,5,0,1,33
1306,3,0,1,31
1306,3,0,1,88
1610,5,0,1,19
2004,3,0,1,19
1501,3,0,1,51
1501,3,0,1,19
1501,3,0,1,14
2001,3,0,1,19
2001,3,0,1,27
2001,3,0,1,27
2001,3,0,1,44
2001,3,0,1,17
0,2,24,2,10
0,2,28,2,12
1501,3,0,1,19
1501,3,0,1,10
9,3,0,1,23
1007,3,0,1,14
2004,1,0,1,1
1606,5,0,1,16
1306,2,0,1,32
2008,5,0,1,1
1,3,0,1,21
1305,3,0,1,18
1501,3,0,1,9
1502,3,0,1,11
0,2,29,2,10
1611,3,0,3,35
1613,3,0,1,11
1501,3,0,1,17
1,3,0,1,19
1012,3,0,1,26
1501,3,0,1,110
1006,3,0,1,14
1306,2,0,1,28
1502,3,0,1,12
1006,5,0,1,18
1306,3,0,1,40
1305,3,0,1,12
1707,3,0,1,16
0,3,29,2,8
1306,3,0,1,14
1506,3,0,1,14
1,3,0,1,19
1306,3,0,1,115
1712,3,0,1,30
1502,3,0,1,18
1205,5,0,1,100
1502,3,0,1,36
2001,3,0,1,27
1303,5,0,3,25
1501,3,0,1,6
2004,3,0,1,19
1207,2,0,1,110
1012,3,0,1,26
1306,3,0,1,18
1015,3,0,1,17
1305,3,0,1,16
1501,3,0,1,18
1714,5,26,3,31
1002,5,0,1,15
1002,5,0,1,16
1501,3,0,1,17
2004,3,0,1,18
1015,3,0,1,358
1501,3,0,1,31
1306,3,0,1,26
1613,3,0,1,20
1306,3,0,1,31
9,3,0,1,20
9,3,0,1,19
2004,3,0,1,18
1306,3,0,1,38
1501,3,0,1,11
2005,3,0,1,101
1306,2,0,1,56
1503,3,0,1,70
1205,1,0,1,453
0,5,6,2,24
1613,3,0,1,9
1306,3,0,1,15
1005,3,0,1,15
1006,3,0,1,26
1502,3,0,1,15
1306,3,0,1,85
1502,3,0,1,55
1502,3,0,1,11
1501,3,0,1,18
2001,3,0,1,31
2004,1,0,1,19
1306,3,0,1,86
2001,3,0,1,27
1610,3,0,1,168
1201,3,5,1,26
1306,5,0,1,65
10,3,0,1,9
2101,3,0,1,9
1306,3,0,1,19
1501,3,0,1,19
1205,5,0,1,9
1501,3,0,1,71
1501,3,0,1,6
1501,3,0,1,8
1012,5,0,1,15
1,3,0,1,7
1613,5,0,1,32
1012,3,0,1,15
2004,2,0,1,19
0,3,26,2,10
1613,3,0,1,95
1018,3,0,1,8
1613,3,0,1,11
1501,5,0,1,5
1502,3,0,1,20
1001,3,0,1,9
1306,3,0,1,14
1003,5,0,1,9
1704,3,0,3,44
1711,5,28,3,49
1501,3,0,1,15
1306,3,0,1,30
0,3,0,0,1
1501,3,0,1,124
1503,3,0,1,15
1606,5,0,1,16
1711,4,26,3,22
1607,3,0,1,230
1502,3,0,1,104
1613,5,26,1,40
1501,3,0,1,14
9,3,0,1,19
9,3,0,1,20
9,3,0,1,20
2004,3,0,1,19
1305,3,0,1,9
2004,3,0,1,32
1306,3,0,1,23
2004,3,0,1,18
1306,3,0,1,20
1002,4,0,2,18
1306,3,0,1,28
1306,3,0,1,25
1306,3,0,1,30
1501,5,0,1,3
2004,2,0,1,14
1006,3,0,1,9
1606,3,0,1,25
1018,3,0,1,8
1201,4,0,1,21
2004,3,0,1,18
1306,3,0,1,41
1613,3,28,4,12
1702,5,26,3,58
1018,3,20,1,35
1501,3,0,1,7
1704,3,0,3,27
1704,3,0,3,26
2004,5,0,1,1
1502,3,0,1,160
1306,3,0,1,28
1306,3,0,1,18
1501,3,0,1,50
1306,3,0,1,29
1501,3,0,1,82
1306,2,0,1,54
1501,3,0,1,12
1306,3,0,1,6
1505,5,0,2,11
1501,3,0,1,16
1018,3,0,1,8
1305,3,0,1,14
1306,3,0,1,89
1502,3,0,1,11
1502,3,0,1,11
2001,3,0,1,29
1501,3,0,1,18
1018,3,0,1,9
2001,3,0,1,19
1007,3,0,1,13
1306,3,0,1,29
1501,3,0,1,29
1501,3,0,1,8
1306,3,0,1,30
1501,3,0,1,13
1005,3,0,1,21
1207,2,0,1,261
1501,3,0,1,6
1205,3,0,1,8
1613,3,0,1,8
1103,3,0,1,28
4,3,0,1,22
1306,3,0,1,32
1018,3,0,1,7
2004,2,0,1,1
1502,3,0,1,13
1012,5,0,3,8
1306,3,0,1,31
1501,3,0,1,7
1305,3,0,1,17
1501,3,0,1,65
1306,3,0,1,36
1501,3,0,1,14
1711,5,26,1,15
1306,3,0,1,30
1306,3,0,1,42
1501,3,0,1,11
1306,3,0,1,17
1018,3,0,1,8
1501,3,0,1,86
1501,3,0,1,18
1,3,0,1,9
1501,3,0,1,12
1704,3,0,1,16
1103,3,0,1,61
1306,2,0,1,16
1306,3,0,1,65
1006,3,0,1,78
1306,2,0,1,16
1702,3,0,3,30
2004,3,0,1,18
1201,5,0,1,66
1306,3,0,1,44
1613,3,0,1,14
1613,3,0,1,13
1501,3,0,1,18
1613,3,0,1,16
1608,3,0,1,9
1306,2,0,1,25
1715,5,22,3,38
1006,5,0,1,31
2001,3,0,1,27
2001,3,0,1,21
1613,3,0,1,7
2004,1,0,1,36
1306,3,0,1,33
1702,5,27,3,36
1501,3,0,1,17
1007,3,0,1,6
1306,3,0,1,15
1306,3,0,1,12
1018,3,0,1,8
2004,1,0,1,17
2001,3,0,1,29
1501,3,0,1,11
1501,3,0,1,8
1205,3,14,2,50
2004,2,0,1,18
2001,3,0,1,37
1501,3,0,1,13
1204,3,0,1,45
1204,3,0,1,45
1007,3,0,1,14
1502,3,0,1,22
0,5,28,2,2
1501,3,0,1,143
1002,3,0,1,6
1702,5,26,3,26
9,3,0,1,20
1306,3,0,3,92
1306,3,0,1,9
1306,3,0,1,24
1501,3,0,1,80
1306,3,0,1,14
1501,3,0,1,7
1502,3,0,1,11
1306,3,0,1,8
1007,2,0,3,14
1613,3,0,1,12
2004,3,0,1,18
1205,5,14,1,99
1306,3,0,1,26
1501,3,0,1,8
2001,3,0,1,19
2001,3,0,1,20
2001,3,0,1,18
2008,3,0,1,10
1501,3,0,1,19
1306,3,0,1,26
2,3,0,1,18
2004,3,0,1,12
1501,3,0,1,17
1606,5,0,1,12
1613,3,0,1,7
1306,3,0,1,10
1006,3,0,1,78
1201,3,0,1,14
1306,3,0,1,114
1502,3,0,1,9
2004,3,0,1,1
1306,3,0,1,47
1306,3,0,1,33
1205,1,0,1,29
1101,5,0,1,12
1306,3,0,1,55
1205,1,0,1,17
1018,3,0,1,17
1501,3,0,1,60
1306,3,0,1,44
1503,3,0,1,27
2004,3,0,1,1
1306,3,0,1,22
1306,3,0,1,48
1305,5,0,1,3
1306,3,0,1,21
1501,3,0,1,18
2004,2,0,1,18
1003,3,0,1,22
1707,3,0,1,19
1006,3,0,1,233
1306,2,0,1,32
1018,3,0,1,8
1501,3,0,1,15
1205,1,0,1,18
1306,3,0,1,115
1501,3,0,1,21
2004,3,0,1,19
1501,3,0,1,17
1503,3,0,1,19
1503,3,0,1,21
1207,3,0,1,18
1613,3,0,1,51
1306,3,0,1,38
1306,3,0,1,37
1501,3,0,3,79
1018,3,20,1,18
1501,3,0,1,18
1502,3,0,1,26
1711,3,0,1,13
1716,5,24,3,36
1502,3,0,1,24
1501,3,0,1,15
1501,3,0,1,23
1702,5,27,3,59
1501,3,0,1,19
1501,3,0,1,31
1501,3,0,1,83
1506,3,0,1,19
1306,3,0,1,82
1306,3,0,1,18
1711,2,26,3,30
2001,3,0,1,20
1306,3,0,1,14
1306,3,0,1,15
2007,3,0,1,3
1501,3,0,1,14
1501,3,0,1,14
0,2,30,2,271
1503,3,0,1,27
0,2,28,0,1
2,3,0,1,19
1306,3,0,1,48
1018,3,0,1,8
1018,3,0,1,8
1018,3,0,1,8
1205,3,0,1,88
1006,3,0,1,41
1018,3,0,1,8
1,3,0,1,19
1306,3,0,1,18
2004,3,0,1,10
1502,3,0,1,18
1613,3,0,1,17
1305,3,0,1,10
1506,3,0,1,9
2,4,16,2,20
1501,3,0,1,15
1501,3,0,1,15
1502,3,0,1,11
1502,3,0,1,14
1501,3,0,1,13
1306,3,0,1,29
1501,3,0,1,9
1501,3,0,1,81
1501,3,0,1,83
1306,3,0,1,40
1501,3,0,1,18
1501,3,0,1,7
1306,3,0,1,22
1501,3,0,1,13
1205,5,0,3,36
10,3,0,1,20
1012,3,0,1,9
1306,3,0,1,305
2004,3,0,1,18
1606,5,0,1,18
1606,5,0,1,16
1606,5,0,1,17
1606,5,0,1,16
1714,2,23,3,30
2004,2,0,1,1
1006,3,0,1,98
1019,3,0,1,18
1305,3,0,1,8
1711,2,26,3,29
1501,3,0,1,15
1606,5,0,1,16
0,3,0,0,1
2001,3,0,1,20
1007,3,0,1,30
1306,2,0,1,47
1306,3,0,1,37
1606,5,0,1,16
1018,3,0,1,5
2001,3,0,1,20
1018,3,0,1,8
1306,3,0,1,18
1306,2,0,1,23
1501,3,0,1,15
1613,3,0,1,18
1613,5,0,1,3
1502,3,0,1,11
2004,3,0,1,18
1306,3,0,1,30
2004,3,0,1,17
2004,3,0,1,18
2004,3,0,1,18
1012,3,0,1,14
1009,3,0,1,24
1306,3,0,1,20
1613,3,0,1,14
1306,3,0,1,18
1006,3,0,1,86
2001,3,0,1,30
1,3,0,1,19
1306,3,0,1,30
1306,3,0,1,22
2001,3,0,1,98
2001,3,0,1,28
1006,3,0,1,18
1003,3,0,1,13
1606,5,0,1,16
2001,3,0,1,27
1,3,0,1,20
1006,3,0,1,17
1,3,0,1,20
1006,3,0,1,17
1501,3,0,1,20
1306,3,0,1,32
1613,3,26,1,30
2001,3,0,1,24
1018,3,0,1,8
1711,5,26,3,52
1305,3,0,1,11
1306,2,0,1,24
1205,5,0,1,86
1501,3,0,1,17
2004,2,0,1,16
1613,5,0,1,13
1205,1,0,1,18
1306,5,22,3,15
1702,5,27,3,55
1306,2,0,1,18
2004,3,0,1,12
1306,2,0,1,62
1502,3,0,1,11
1501,3,0,1,8
1205,3,0,1,13
1501,3,0,1,18
1006,3,0,1,48
1503,3,0,1,137
1,3,0,1,20
1306,3,0,1,16
1006,3,0,1,17
2004,2,0,1,18
1501,3,0,1,11
1018,3,0,1,8
1,3,0,1,20
1018,3,0,1,26
1401,3,0,1,9
1,3,0,1,20
1306,2,0,1,16
1,3,0,1,19
1,3,0,1,20
1606,5,0,1,16
1805,3,0,1,8
1502,3,0,1,17
1502,3,0,1,17
1502,3,0,1,94
1018,3,0,1,8
1018,3,0,1,9
1502,3,0,1,12
1613,3,0,1,14
2004,3,0,1,1
1306,3,0,1,16
1101,3,0,1,19
1501,3,0,1,54
1707,5,0,1,22
1701,5,26,3,59
1613,3,0,1,24
1007,3,0,1,10
2004,3,0,1,18
1207,2,0,1,111
1613,3,0,1,14
1305,3,0,1,8
1305,3,0,1,8
1,3,0,1,23
1702,5,0,1,22
2004,3,0,1,18
2004,3,0,1,18
2004,3,0,1,17
2004,3,0,1,17
2004,3,0,1,17
2004,3,0,1,17
1501,3,0,1,9
1002,3,0,1,17
1501,3,0,1,13
1502,3,0,1,11
1306,2,0,1,28
2001,3,0,1,10
1012,3,0,1,9
1501,3,0,1,19
1205,3,0,1,68
1502,3,0,1,11
1501,3,0,1,12
2004,3,0,1,8
2004,3,0,1,20
2101,3,0,1,6
1501,3,0,1,11
1501,2,0,1,82
1207,5,0,1,240
2001,3,0,1,18
1007,3,0,1,9
1306,5,0,3,47
1501,3,0,1,89
1006,3,0,1,13
2001,3,0,1,17
1002,3,0,1,109
1501,3,0,1,81
1306,2,0,1,18
1501,3,0,1,16
1504,3,0,1,36
1012,3,0,1,11
2008,3,0,1,25
1,3,0,1,19
1306,3,0,1,18
1306,3,0,1,42
1501,3,0,1,9
1606,5,0,1,16
1716,5,26,3,41
1006,3,0,1,17
1714,5,23,3,31
1012,3,0,1,118
1,3,0,1,19
1503,3,0,1,53
1306,3,0,1,18
1306,2,0,1,29
1306,3,0,1,48
1207,2,0,1,239
0,3,17,2,38
1,5,0,1,15
1305,3,0,1,10
1205,1,0,1,165
1306,3,0,1,30
1306,3,0,1,30
1613,3,0,1,23
0,5,28,2,2
1306,3,0,1,13
1306,3,0,1,30
1306,3,0,1,30
1501,3,0,1,12
1006,3,0,1,79
1102,3,0,1,18
1501,3,0,1,20
1715,5,26,3,36
1205,3,0,1,23
1003,3,0,1,14
1613,3,0,1,27
1501,3,0,1,11
1507,3,0,1,91
1501,3,0,1,106
2004,2,0,1,17
0,5,28,2,2
1306,3,0,1,80
2004,3,0,1,12
1007,3,0,1,10
1,3,0,1,10
2001,3,0,1,27
2001,3,0,1,27
0,3,13,2,8
2008,3,21,2,10
1501,3,0,1,23
1018,3,0,1,19
2001,3,0,1,27
1012,3,0,1,9
1501,3,0,1,80
1205,3,0,1,30
1306,3,0,1,86
1,3,0,1,19
1501,3,0,1,17
1613,3,0,1,32
1007,3,0,1,8
2003,3,0,1,10
1501,3,0,1,88
1201,3,0,1,24
1613,3,0,1,24
1019,3,0,1,31
2004,2,0,1,18
1207,2,0,1,59
1005,3,0,1,17
1501,3,0,1,18
1205,3,0,3,136
2001,3,0,1,26
1018,3,0,1,9
2001,3,0,1,26
1502,3,0,1,11
1007,3,0,1,9
2001,3,0,1,9
1306,3,0,1,347
1205,3,0,1,128
1501,3,0,1,18
1201,5,0,1,7
1306,3,0,1,8
0,3,21,2,7
1711,5,26,3,26
0,3,21,2,8
0,3,21,2,7
0,3,21,2,7
1701,3,13,2,15
0,2,6,2,8
0,3,21,2,8
1006,3,0,1,22
1306,2,0,1,48
1306,3,0,1,28
1306,3,0,1,13
1306,3,0,1,13
2004,3,0,1,18
2004,3,0,1,18
1305,3,0,1,10
1306,2,0,1,32
2001,3,0,1,8
1503,3,0,1,71
1305,3,0,1,6
1502,3,0,1,35
1608,3,0,3,15
0,5,6,2,21
0,5,6,2,30
0,5,6,2,26
1502,3,0,1,21
1502,3,0,1,21
1305,3,0,1,10
1306,3,0,1,82
0,3,13,2,7
1610,5,0,3,129
1610,3,0,1,15
1501,3,0,1,12
1502,3,0,1,11
1205,3,0,1,74
2004,2,26,1,29
1306,3,0,1,41
1306,3,0,1,48
1306,3,0,1,41
2001,3,0,1,28
1503,5,0,1,29
1306,3,0,1,41
1306,3,0,1,41
1306,3,0,1,42
1306,3,0,1,42
1613,3,0,1,25
1306,3,0,1,30
2009,3,0,1,12
1502,3,0,1,9
1805,3,0,1,4
1501,3,0,1,12
1306,3,0,1,41
1501,3,0,1,17
1203,3,0,3,29
1501,3,0,1,6
1501,3,0,1,91
1006,3,0,1,79
1501,3,0,1,35
2006,3,0,1,11
2004,3,0,1,10
1502,3,0,1,11
1501,3,0,1,53
0,3,29,2,116
1502,3,0,1,32
1306,3,0,1,71
1606,3,0,1,13
1606,3,0,1,13
1606,3,0,1,13
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1606,3,0,1,14
1306,3,0,1,41
1018,3,0,1,9
1207,5,0,1,241
2004,3,0,3,17
0,3,27,2,20
1608,3,0,3,11
1306,3,0,1,35
1201,1,0,1,11
1306,3,0,1,114
1501,3,0,1,13
2008,3,0,1,32
1306,2,0,1,113
1009,3,0,1,14
1009,3,0,1,14
1502,3,0,1,24
1501,3,0,1,9
1003,3,0,1,12
2001,3,0,1,32
1610,5,0,3,7
1802,3,0,1,21
1505,3,0,1,13
1502,3,0,1,31
1501,3,0,1,19
1006,3,0,1,15
10,3,0,1,16
1502,3,0,1,86
1018,3,0,1,7
1201,3,0,1,9
1501,3,0,1,80
1503,3,0,1,61
1205,1,0,1,63
1715,5,26,3,38
1305,3,0,1,107
1501,3,0,1,92
1306,3,0,1,463
1502,3,0,1,19
1018,3,0,1,7
1018,3,0,1,7
1502,3,0,1,16
1306,2,0,1,65
1205,3,0,1,92
1608,3,0,3,9
0,5,28,2,5
1306,3,0,1,39
1003,3,0,1,12
1501,3,0,1,81
1305,3,0,1,9
1306,3,0,1,19
1,3,0,1,7
1702,3,0,1,8
2004,3,0,1,14
1605,3,0,3,18
2001,3,0,1,21
1503,2,0,1,18
1501,3,0,1,41
1715,5,26,3,52
1018,3,0,1,17
1205,5,0,1,9
1502,3,0,1,30
1502,3,0,1,12
1,3,0,1,20
1502,3,0,1,82
1501,3,0,1,21
1306,3,0,1,30
1613,3,26,1,28
1506,3,0,1,17
1306,3,0,1,33
1006,3,0,1,76
1306,3,0,1,86
1805,2,0,3,10
1306,3,0,1,14
1502,3,0,1,11
1501,3,0,1,17
1502,3,0,1,9
1613,3,0,1,17
1306,3,0,1,156
1711,3,0,1,10
1306,3,0,1,156
1502,3,0,1,24
2001,3,0,1,27
2001,3,0,1,24
1613,3,0,1,27
2001,3,0,1,47
1018,3,0,1,30
1,3,0,1,16
2004,3,0,1,16
2001,3,0,1,45
1018,3,0,1,8
0,3,6,2,8
2001,3,0,1,46
1501,3,0,1,10
1018,3,0,1,8
1018,3,0,1,8
2001,3,0,1,23
1606,5,0,1,16
1505,3,0,1,15
1613,3,0,1,15
1306,3,0,1,22
1306,3,0,1,34
2004,2,0,1,18
2001,3,0,1,14
11,3,0,1,145
1007,3,0,1,16
1503,3,0,1,225
1002,3,0,1,63
1613,3,0,3,98
1018,3,0,1,8
1305,3,0,1,10
1018,3,0,1,8
1306,3,0,1,21
1503,3,0,1,225
1306,3,0,1,21
1306,3,0,1,228
1711,2,26,3,29
1306,3,0,1,213
1306,3,0,1,21
1205,3,0,3,79
1306,3,0,1,23
1018,3,0,1,8
1502,3,0,1,12
1502,3,0,1,17
1613,5,0,1,16
1501,3,0,1,18
1501,3,0,1,80
1306,3,0,1,21
2001,3,0,1,24
2001,3,0,1,27
1007,3,0,1,10
2004,3,0,1,18
1,3,0,1,20
1306,3,0,1,27
1711,5,28,3,43
1702,5,27,3,28
1306,3,0,1,33
1306,3,0,1,17
1,3,0,1,20
1018,3,0,1,8
1501,3,0,1,78
1305,3,0,1,9
1501,3,0,1,8
1612,3,0,3,27
1502,3,0,1,17
1501,3,0,1,12
1606,3,0,3,52
2004,3,0,1,20
1018,3,0,1,9
1018,3,0,1,8
1018,3,0,1,8
1711,5,26,3,24
1018,3,0,1,8
1018,3,0,1,8
0,3,17,2,17
1501,3,0,1,81
1501,3,0,1,225
1305,3,0,1,10
2008,3,0,1,7
1306,2,0,1,82
1801,2,0,1,8
1101,3,0,1,10
2004,3,0,1,8
1502,3,0,1,24
1306,3,0,1,30
2001,3,0,1,21
1501,3,0,1,10
1012,3,0,3,31
1306,3,0,1,75
2001,3,0,1,25
2,3,0,1,19
2004,3,0,1,8
1502,3,0,1,80
2004,3,0,1,11
1306,3,0,1,73
2004,3,0,1,18
1501,3,0,1,14
1502,3,0,1,96
1306,3,0,1,71
1205,3,0,1,39
1018,3,0,1,19
2001,3,0,1,7
1205,1,0,1,44
1306,5,0,1,1
2004,3,0,1,13
0,2,23,2,10
1711,2,28,3,23
0,3,21,2,7
1018,3,0,1,9
1608,5,0,3,30
1503,3,0,1,38
1608,3,0,3,30
1501,3,0,1,16
1302,3,0,1,9
2001,3,0,1,21
1306,3,0,1,21
1306,3,0,1,21
1503,3,0,1,225
1306,3,0,1,227
1306,3,0,1,225
1306,3,0,1,29
1003,3,0,1,15
2008,3,0,1,10
1306,3,0,1,226
2001,3,0,1,14
2101,3,0,1,10
1501,3,0,1,18
1506,3,0,1,17
2004,3,0,1,16
2,5,0,1,20
1013,5,0,1,13
1501,3,0,1,34
1610,5,0,3,32
10,5,0,1,16
1501,3,0,1,16
1503,5,0,1,4
1501,5,0,1,5
1501,3,0,1,234
1502,3,0,1,13
1613,3,0,1,17
1501,3,0,1,7
1711,5,28,3,28
1018,3,0,1,8
2005,3,0,1,14
1306,2,0,1,19
1306,2,0,1,83
1306,3,0,1,16
1306,2,0,1,82
1006,3,0,1,25
1002,1,17,2,181
2101,5,0,1,2
1002,3,0,1,16
1502,3,0,1,76
1714,2,24,3,28
1502,3,0,1,19
2004,3,0,1,18
2001,3,0,1,28
1501,3,0,1,15
1007,3,0,1,6
1018,3,0,1,8
1613,3,0,1,18
1503,3,0,1,226
1306,2,0,1,82
1501,3,0,1,11
2004,3,0,1,21
1501,3,0,1,16
2008,3,0,1,17
1306,2,0,1,82
1306,2,0,1,82
1502,3,0,1,11
1306,3,0,1,30
1501,3,0,1,12
1306,2,0,1,82
1306,2,0,1,82
1018,3,0,1,7
1306,2,0,1,82
1501,5,0,1,2
1306,3,0,1,48
1006,3,0,1,15
2101,3,0,1,10
2001,3,0,1,23
1606,3,0,1,14
2003,3,0,1,20
0,3,0,0,1
1306,3,0,1,16
2004,3,0,1,8
1306,3,0,1,19
1502,3,0,1,200
1501,3,0,1,6
2008,3,0,1,13
1007,3,0,1,11
1018,3,0,1,17
1503,3,0,1,228
1002,3,0,1,80
1306,3,0,1,230
1306,2,0,1,48
1306,3,0,1,230
1502,3,0,1,19
1501,3,0,1,18
2101,3,0,1,12
1306,3,0,1,14
1306,3,0,1,42
1306,3,0,1,41
1306,3,0,1,69
1305,3,0,1,6
1306,3,0,1,41
1005,3,0,1,121
1306,3,0,1,41
1002,3,0,1,52
1501,3,0,1,17
1702,3,0,1,14
1608,3,0,3,7
1501,3,0,1,11
0,4,6,2,42
2004,3,0,1,12
1306,3,0,1,24
1205,3,0,1,23
2004,3,0,1,18
1714,2,23,3,30
1502,3,0,1,16
1306,3,0,1,14
1612,5,0,1,27
4,3,0,1,20
1305,3,0,1,10
2004,3,0,1,3
2004,3,0,1,12
1306,3,0,1,17
1306,3,0,1,17
1306,3,0,1,17
1306,3,0,1,23
1805,3,0,1,8
1306,3,0,1,44
1506,3,0,1,20
1205,1,0,1,47
1502,3,0,1,12
1502,3,0,1,16
1305,3,0,1,8
1101,3,0,1,48
2004,3,0,1,19
1501,3,0,1,8
1306,3,0,1,30
1205,1,0,1,11
1502,3,0,1,11
1306,3,0,1,18
1613,3,0,1,14
1501,3,0,1,6
1205,1,0,1,28
1306,3,0,1,75
1501,3,0,1,16
1502,3,0,1,13
1501,3,0,1,9
1201,5,0,1,2
1501,3,0,1,12
2001,3,0,1,28
1503,3,0,1,408
1006,3,0,1,45
1501,3,0,1,20
1613,3,0,1,8
1306,3,0,1,15
1204,2,0,1,109
2004,1,0,1,18
1502,3,0,1,20
1306,3,0,1,10
1306,3,0,1,27
1018,3,0,1,9
1306,3,0,1,7
1006,3,0,1,17
2004,3,0,1,18
1613,3,0,1,15
1502,3,0,1,19
1502,2,0,1,60
1,3,0,1,19
1004,3,0,1,17
1205,5,0,1,39
1502,3,0,1,18
1502,3,0,1,13
1,3,0,1,19
1606,3,0,1,14
1502,3,0,1,9
1502,3,0,1,11
1006,3,0,1,15
1302,3,0,1,131
1306,3,0,1,95
2004,5,0,1,1
1302,3,0,1,131
1302,3,0,1,131
1306,1,14,3,14
2004,3,0,1,18
1306,2,0,1,48
1306,2,0,1,82
2004,3,0,1,12
1613,3,26,1,26
1306,3,0,1,48
1502,3,0,1,61
1502,3,0,1,75
1306,2,0,1,28
1205,3,0,1,85
1,3,0,1,14
2001,3,0,1,26
1501,3,0,1,110
4,3,0,1,20
1501,3,0,1,121
1503,3,0,1,63
1501,3,0,1,16
1501,3,0,1,17
2,3,0,1,19
1201,5,0,1,69
1702,3,0,1,9
2001,3,0,1,9
0,2,30,2,11
1018,3,0,1,6
2004,2,0,1,37
1501,3,0,1,18
1501,3,0,1,84
1306,3,0,1,35
1501,3,0,1,10
1018,3,0,1,8
1502,3,0,1,13
2003,3,0,1,17
2004,2,26,3,29
1306,2,0,1,64
1702,5,27,3,37
2004,3,0,1,18
1608,5,0,3,29
1711,2,26,1,11
1501,5,0,1,14
1306,3,0,1,51
1608,5,0,3,1
1608,5,0,3,65
1608,5,0,3,67
1608,5,0,3,66
1608,5,0,3,65
1608,5,0,3,109
1608,5,0,3,67
1006,3,0,1,9
1613,3,0,1,8
1501,3,0,1,19
1205,1,0,1,13
1205,1,0,1,19
1501,3,0,1,9
2,3,0,1,19
1306,3,0,1,36
1501,5,0,1,18
1305,3,0,1,12
2101,3,0,1,7
1401,5,0,1,11
1606,5,0,1,17
1,3,0,1,20
1306,2,0,1,14
0,5,12,2,29
1501,3,0,1,20
1711,5,26,1,21
2001,3,0,1,49
1608,5,0,3,18
1006,3,0,1,9
1608,5,0,3,7
1608,5,0,3,12
1306,3,0,1,30
0,5,28,2,2
1003,3,0,1,11
1018,3,0,1,8
1306,2,0,1,22
